id,labnr,bp,std,cal_bp,cal_std,delta_c13,source_database,lab_name,material,species,feature,feature_type,site,country,lat,lng,site_type,periods,typochronological_units,ecochronological_units,reference
139823,Erl-9985,7666,76,,,,"","",charcoal,,"External pit, S32, Layer 18, No3, 3.61m (Layer 3 according to Nekkal et al. 2015)",rock shelter,Ifri Ouzabour,MA,35.2264,-3.215,rock shelter,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""LinstadterBroich.2016Defin, NekkalLinstadter.2015Ouza, LinstadterEiwanger.2012Human, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec""}, {""reference"": ""MedAfriCarbon""}]"
139824,Erl-9983,4571,45,,,-22,"","",charcoal,,"External pit, Layer 1",rock shelter,Ifri Ouzabour,MA,35.2264,-3.215,rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""LinstadterBroich.2016Defin, NekkalLinstadter.2015Ouza, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
139825,Beta-341129,6120,30,,,,"","",charcoal,,,rock shelter,Ifri Ouzabour,MA,35.2264,-3.215,rock shelter,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139826,Rabat-277,4126,128,,,,"","",shell (marine),,"Internat pit, Layers 2-3",rock shelter,Ifri Ouzabour,MA,35.2264,-3.215,rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""NekkalLinstadter.2015Ouza""}, {""reference"": ""MedAfriCarbon""}]"
139827,Rabat-278,4920,140,,,,"","",shell (marine),,"Internal pit, Layer 4",rock shelter,Ifri Ouzabour,MA,35.2264,-3.215,rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""NekkalLinstadter.2015Ouza""}, {""reference"": ""MedAfriCarbon""}]"
139828,UBA-8082,5989,33,,,,"","",bone (animal),,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""LinstadterBroich.2016Defin, BalloucheOuchaou.2012Neol, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Lorenz.2011IfriArmBei, Linstadter.2010RecRec, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139829,Erl-9994,4916,47,,,,"","",charcoal,,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""Linstadter.2016ClimMobi, Linstadter.2011EpiNeotran, Lorenz.2011IfriArmBei, Linstadter.2010RecRec""}, {""reference"": ""MedAfriCarbon""}]"
139830,Erl-9995,7106,53,,,-23.1,"","",charcoal,,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Early Neolithic, Epipalaeolithic, Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic, Epipalaeolithic, Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic, Epipalaeolithic, Neolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Lorenz.2011IfriArmBei, Linstadter.2010RecRec, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139831,Erl-9996,6739,52,,,-23.3,"","",charcoal,,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Early Neolithic, Epipalaeolithic, Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic, Epipalaeolithic, Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic, Epipalaeolithic, Neolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, BalloucheOuchaou.2012Neol, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Lorenz.2011IfriArmBei, Linstadter.2010RecRec, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139832,Erl-12422,4798,108,,,,"","",bone (animal),,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""LinstadterBroich.2016Defin, Linstadter.2016ClimMobi, Lorenz.2011IfriArmBei""}, {""reference"": ""MedAfriCarbon""}]"
139833,KN-5969,10670,80,,,,"","",shell (marine),,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""LinstadterBroich.2016Defin, Lorenz.2011IfriArmBei""}, {""reference"": ""MedAfriCarbon""}]"
139834,Gif-2821,3300,100,,,,"","",charcoal,,,Open air site,Tarfaya Village,MA,27.9167,-12.8333,Open air site,"[{""periode"": ""Neolithic of Capsian Tradition Western Sahara""}]","[{""typochronological_unit"": ""Neolithic of Capsian Tradition Western Sahara""}]","[{""ecochronological_unit"": ""Neolithic of Capsian Tradition Western Sahara""}]","[{""reference"": ""BenMoussa.2008Ramma, ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, LubellSheppard.1991Maghreb, DelibriasGuillier.1982GIFIX, Close.1980CurResRecI, DelibriasOrtlieb.197614CAtlaSah, CampsDelibrias.1973ChroCiv""}, {""reference"": ""MedAfriCarbon""}]"
139835,MC-669,4400,90,,,,"","",shell (marine),,,Open air site,Létan,MA,27.9667,-12.8167,Open air site,"[{""periode"": ""Late Neolithic, Neolithic of Capsian Tradition Western Sahara""}]","[{""typochronological_unit"": ""Late Neolithic, Neolithic of Capsian Tradition Western Sahara""}]","[{""ecochronological_unit"": ""Late Neolithic, Neolithic of Capsian Tradition Western Sahara""}]","[{""reference"": ""CalPal, BenMoussa.2008Ramma, ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, LubellSheppard.1991Maghreb, Close.1980CurResRecI, Grebenart.1975MatEpiNeoLitMar, CampsDelibrias.1973ChroCiv""}, {""reference"": ""MedAfriCarbon""}]"
139836,MC-670,3290,70,,,,"","",charcoal,,,Open air site,Létan,MA,27.9667,-12.8167,Open air site,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""BenMoussa.2008Ramma, ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, LubellSheppard.1991Maghreb, Close.1980CurResRecI, Grebenart.1975MatEpiNeoLitMar, CampsDelibrias.1973ChroCiv""}, {""reference"": ""MedAfriCarbon""}]"
139837,Gif-3013,3550,120,,,,"","",shell (marine),,,open air,Oued el Quar Site G,MA,28.1333,-11.8667,open air,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, Close.1984CurResRecII, DelibriasGuillier.1982GIFIX, DelibriasOrtlieb.197614CAtlaSah""}, {""reference"": ""MedAfriCarbon""}]"
139838,MC-710,4950,100,,,,"","",shell (marine),,,open air,Oued el Quar Site G,MA,28.1333,-11.8667,open air,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, Linstadter.2016ClimMobi, BenMoussa.2008Ramma, ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, LubellSheppard.1991Maghreb, PosnanskyMcIntosh.1976NewRadDa, Grebenart.1975MatEpiNeoLitMar, CampsDelibrias.1973ChroCiv, Grebenart.1972CapsienPhD""}, {""reference"": ""MedAfriCarbon""}]"
139839,Gif-2911,4450,110,,,,"","",charcoal,,,Open air site,Megrious Site H,MA,27.6667,-13.0833,Open air site,"[{""periode"": ""Neolithic of Capsian Tradition Western Sahara""}]","[{""typochronological_unit"": ""Neolithic of Capsian Tradition Western Sahara""}]","[{""ecochronological_unit"": ""Neolithic of Capsian Tradition Western Sahara""}]","[{""reference"": ""CalPal, Linstadter.2016ClimMobi, ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, LubellSheppard.1991Maghreb, DelibriasGuillier.1982GIFIX, PosnanskyMcIntosh.1976NewRadDa, DelibriasOrtlieb.197614CAtlaSah, CampsDelibrias.1973ChroCiv""}, {""reference"": ""MedAfriCarbon""}]"
139840,Gif-5519,5400,290,,,,"","",bone (human),,,Cave,El Harhoura 1,MA,33.9525,-6.9258,Cave,"[{""periode"": ""Middle Neolithic""}]","[{""typochronological_unit"": ""Middle Neolithic""}]","[{""ecochronological_unit"": ""Middle Neolithic""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, Linstadter.2016ClimMobi, BenMoussa.2008Ramma, Linstadter.2008Transit, ZielhoferLinstadter.2006Short, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc, DebenathSbihiAlaoui.1979GisPre""}, {""reference"": ""MedAfriCarbon""}]"
139841,UBA-8084,5552,36,,,,"","",bone (undetermined),,,Cave,El Harhoura 1,MA,33.9525,-6.9258,Cave,"[{""periode"": ""Middle Neolithic""}]","[{""typochronological_unit"": ""Middle Neolithic""}]","[{""ecochronological_unit"": ""Middle Neolithic""}]","[{""reference"": ""Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139842,Ly-2149,5980,210,,,,"","",bone (human),,Level 1,Cave,El Harhoura 2,MA,33.9525,-6.9258,Cave,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018.TheBeg, Linstadter.2016ClimMobi, NespouletAbdeljalil.2008Palaeo, BalloucheOuchaou.2012Neol, Linstadter.2010RecRec, Linstadter.2008Transit, BenMoussa.2008Ramma, DaugasEldrissi.2008DonDoc, BartonBouzouggar.2008Hattab, ZielhoferLinstadter.2006Short, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc, Close.1984CurResRecII, DebenathDaugas.1983ActMPrePaleo""}, {""reference"": ""MedAfriCarbon""}]"
139843,UQ-1601,5800,150,,,,"","",shell (marine),,Level 1,Cave,El Harhoura 2,MA,33.9525,-6.9258,Cave,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""CalPal, Linstadter.2016ClimMobi, NespouletAbdeljalil.2008Palaeo, BalloucheOuchaou.2012Neol, Linstadter.2010RecRec, Linstadter.2008Transit, BenMoussa.2008Ramma, DaugasEldrissi.2008DonDoc, BartonBouzouggar.2008Hattab, ZielhoferLinstadter.2006Short, vanWilligen.2006DieNeolNWMittel, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc, DebenathSbihiAlaoui.1979GisPre""}, {""reference"": ""MedAfriCarbon""}]"
139844,Gif-6184,3490,90,,,,"","",unknown,,Level 4,Rock shelter,Rhirane,MA,34.48,-1.87,Rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""CalPal, vanWilligen.2006DieNeolNWMittel""}, {""reference"": ""MedAfriCarbon""}]"
139845,Gif-6490,3900,90,,,,"","",eggshell,,Level 3,Rock shelter,Rhirane,MA,34.48,-1.87,Rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, ZielhoferLinstadter.2006Short, vanWilligen.2006DieNeolNWMittel, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139846,Gif-6185,5190,100,,,,"","",charcoal,,Level 2,Cave,Rhafas Cave,MA,34.5667,-1.8,Cave,"[{""periode"": ""Epipalaeolithic with pottery, Neolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic with pottery, Neolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic with pottery, Neolithic""}]","[{""reference"": ""Linstadter.2010RecRec, Linstadter.2008Transit, ZielhoferLinstadter.2006Short, vanWilligen.2006DieNeolNWMittel, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139847,Gif-6186,4600,60,,,,"","",eggshell,,Level 3c,Cave,El Heriga,MA,34.3,-1.8833,Cave,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""CalPal, ZielhoferLinstadter.2006Short, vanWilligen.2006DieNeolNWMittel, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139848,Gif-6188,9930,90,,,,"","",eggshell,,,Open air site,Marja (Oued el-Hay),MA,34.1167,-2.0833,Open air site,"[{""periode"": ""Epipalaeolithic with pottery""}]","[{""typochronological_unit"": ""Epipalaeolithic with pottery""}]","[{""ecochronological_unit"": ""Epipalaeolithic with pottery""}]","[{""reference"": ""CalPal, Linstadter.2010RecRec, WenglerVernet.1994EvChr, Linstadter.2008Transit, WenglerVernet.1992VegSed, Wengler.198586QuatMaroc, Wengler.198384Heriga""}, {""reference"": ""MedAfriCarbon""}]"
139849,Gif-6491,3820,90,,,,"","",eggshell,,Level 2,Rock shelter,Bou Guennouna,MA,34.52,-1.83,Rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, ZielhoferLinstadter.2006Short, vanWilligen.2006DieNeolNWMittel, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139850,Gif-6880,3400,80,,,,"","",charcoal,,Level 2,Rock shelter,Bou Guennouna,MA,34.52,-1.83,Rock shelter,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, ZielhoferLinstadter.2006Short, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139851,Gif-6492,4110,90,,,,"","",eggshell,,Level 3,Cave,Jorf el Anngra,MA,34.4615,-1.8831,Cave,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""CalPal, vanWilligen.2006DieNeolNWMittel, ZielhoferLinstadter.2006Short, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139852,Ly-3620,3290,130,,,,"","",charcoal,,Level 17,Open air site,Grandes Cascades (Oued el Haÿ),MA,34.1348,-2.1512,Open air site,"[{""periode"": ""Late Rharbian""}]","[{""typochronological_unit"": ""Late Rharbian""}]","[{""ecochronological_unit"": ""Late Rharbian""}]","[{""reference"": ""WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139853,Gif-6495,8960,130,,,,"","",unknown,,Level 1,Open air site,Site de la piste,MA,34.05,-1.92,Open air site,"[{""periode"": ""Epipalaeolithic, Keremian""}]","[{""typochronological_unit"": ""Epipalaeolithic, Keremian""}]","[{""ecochronological_unit"": ""Epipalaeolithic, Keremian""}]","[{""reference"": ""CalPal, LinstadterEiwanger.2012Human, Linstadter.2008Transit, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139854,Gif-6826,9340,100,,,,"","",unknown,,Level 3c,Open air site,Site de la piste,MA,34.05,-1.92,Open air site,"[{""periode"": ""Epipalaeolithic, Keremian""}]","[{""typochronological_unit"": ""Epipalaeolithic, Keremian""}]","[{""ecochronological_unit"": ""Epipalaeolithic, Keremian""}]","[{""reference"": ""CalPal, LinstadterEiwanger.2012Human, Linstadter.2008Transit, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139855,Gif-6827,9350,100,,,,"","",unknown,,Level 4,Open air site,Site de la piste,MA,34.05,-1.92,Open air site,"[{""periode"": ""Epipalaeolithic, Keremian""}]","[{""typochronological_unit"": ""Epipalaeolithic, Keremian""}]","[{""ecochronological_unit"": ""Epipalaeolithic, Keremian""}]","[{""reference"": ""CalPal, LinstadterEiwanger.2012Human, Linstadter.2008Transit, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed""}, {""reference"": ""MedAfriCarbon""}]"
139856,Gif-7554,8680,80,,,,"","",eggshell,,,,Sidi Ahmed,MA,,,,[],[],[],"[{""reference"": ""CalPal, WenglerVernet.1994EvChr, WenglerVernet.1992VegSed, Wengler.198586QuatMaroc, Wengler.198384Heriga""}, {""reference"": ""MedAfriCarbon""}]"
139857,Gif-7699,8260,90,,,,"","",organic matter,,,,Sidi Ahmed,MA,,,,[],[],[],"[{""reference"": ""CalPal, WenglerVernet.1992VegSed, Wengler.198586QuatMaroc, Wengler.198384Heriga""}, {""reference"": ""MedAfriCarbon""}]"
139858,Gif-A-92332,5630,80,,,,"","",charcoal,,,Cave,Grotte des Idoles (Achakar),MA,35.775,-5.9297,Cave,"[{""periode"": ""Cardial Neolithic, Early Neolithic""}]","[{""typochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""ecochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""reference"": ""CalPal, BalloucheOuchaou.2012Neol, Linstadter.2010RecRec, Linstadter.2008Transit, BenMoussa.2008Ramma, DaugasEldrissi.2008DonDoc, DaugasELIdrissi.2008Marru, BartonBouzouggar.2008Hattab, ZielhoferLinstadter.2006Short, BellverGarrdoBravoNieto.2003, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139859,KN-5384,6388,46,,,,"","",charcoal,,,Open air site,Mtlili 5 (Moulouya),MA,34.9442,-2.5525,Open air site,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""IbouhoutenZielhofer.2010ArchAlluv""}, {""reference"": ""MedAfriCarbon""}]"
139860,KIA-31001/1,6020,40,,,,"","",charcoal,,Upper archaeological layer,Open air site,Mtlili 5 (Moulouya),MA,34.9442,-2.5525,Open air site,"[{""periode"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""typochronological_unit"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""ecochronological_unit"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran, Linstadter.2010RecRec, IbouhoutenZielhofer.2010ArchAlluv, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139861,KIA-31001/2,6000,35,,,,"","",humic acid,,Upper archaeological layer,Open air site,Mtlili 5 (Moulouya),MA,34.9442,-2.5525,Open air site,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterAschrafi.2012Fluss""}, {""reference"": ""MedAfriCarbon""}]"
139862,KIA-31002,6110,35,,,,"","",charcoal,,Middle archaeological layer,Open air site,Mtlili 5 (Moulouya),MA,34.9442,-2.5525,Open air site,"[{""periode"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""typochronological_unit"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""ecochronological_unit"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran, Linstadter.2010RecRec, IbouhoutenZielhofer.2010ArchAlluv, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139863,KIA-31008/1,5880,30,,,,"","",charcoal,,Top layer,Open air site,Mtlili 5 (Moulouya),MA,34.9442,-2.5525,Open air site,"[{""periode"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""typochronological_unit"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""ecochronological_unit"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran, Linstadter.2010RecRec, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139864,KIA-31008/2,5040,35,,,,"","",humic acid,,Top layer,Open air site,Mtlili 5 (Moulouya),MA,34.9442,-2.5525,Open air site,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterAschrafi.2012Fluss""}, {""reference"": ""MedAfriCarbon""}]"
139865,KIA-31003,5840,35,,,,"","",charcoal,,Hearth,Open air site,Mtlili 6 (Moulouya),MA,34.9439,-2.5525,Open air site,"[{""periode"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""typochronological_unit"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""ecochronological_unit"": ""Early Neolithic, Epipalaeolithic with pottery""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran, Linstadter.2010RecRec, IbouhoutenZielhofer.2010ArchAlluv, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139866,KIA-31007/2,8745,55,,,,"","",humic acid,,Layer 2: 0-5 m; C6,Open air site,Mtlili 1 (Moulouya),MA,34.9474,-2.5528,Open air site,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterEiwanger.2012Human, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
139867,KIA-31007/1,8880,35,,,,"","",charcoal,,Layer 2,Open air site,Mtlili 1 (Moulouya),MA,34.9474,-2.5528,Open air site,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterEiwanger.2012Human, LinstadterAschrafi.2012Fluss, IbouhoutenZielhofer.2010ArchAlluv, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139868,KIA-39292,7955,40,,,,"","",charcoal,,"Layer 3, position 7",Open air site,Mtlili 1 (Moulouya),MA,34.9474,-2.5528,Open air site,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterEiwanger.2012Human, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
139869,KIA-39293,8800,45,,,,"","",charcoal,,"Layer 1, position 60",Open air site,Mtlili 1 (Moulouya),MA,34.9474,-2.5528,Open air site,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin, LinstadterEiwanger.2012Human, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
139870,KIA-31004,3385,25,,,,"","",charcoal,,Hearth,Open air site,Mtlili 2 (Moulouya),MA,34.9474,-2.553,Open air site,"[{""periode"": ""Bronze Age""}]","[{""typochronological_unit"": ""Bronze Age""}]","[{""ecochronological_unit"": ""Bronze Age""}]","[{""reference"": ""LinstadterAschrafi.2012Fluss, IbouhoutenZielhofer.2010ArchAlluv""}, {""reference"": ""MedAfriCarbon""}]"
139871,Erl-5888,6402,40,,,,"","",charcoal,,,Open air site,Mtlili (Moulouya),MA,34.9474,-2.553,Open air site,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""ZielhoferLinstadter.2006Short""}, {""reference"": ""MedAfriCarbon""}]"
139872,KIA-38792,3525,25,,,,"","",charcoal,,Lower edge (limit) TAO5 - Series II,Open air site,Taoungat (Moulouya),MA,34.9553,-2.4873,Open air site,[],[],[],"[{""reference"": ""LinstadterAschrafi.2012Fluss""}, {""reference"": ""MedAfriCarbon""}]"
139873,KIA-38793,3411,25,,,,"","",charcoal,,Upper edge (limit) TAO5 - Series II,Open air site,Taoungat (Moulouya),MA,34.9553,-2.4873,Open air site,[],[],[],"[{""reference"": ""LinstadterAschrafi.2012Fluss""}, {""reference"": ""MedAfriCarbon""}]"
139874,KIA-39287,4745,65,,,,"","",charcoal,,Upper pit,Open air site,Taoungat 1 (Moulouya),MA,34.9553,-2.4873,Open air site,"[{""periode"": ""Late Neolithic, Early Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic, Early Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic, Early Neolithic""}]","[{""reference"": ""LinstadterBroich.2016Defin, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
139875,KIA-39288,6970,40,,,,"","",charcoal,,Position 17,Open air site,Taoungat 1 (Moulouya),MA,34.9553,-2.4873,Open air site,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterEiwanger.2012Human, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
