id,labnr,bp,std,cal_bp,cal_std,delta_c13,source_database,lab_name,material,species,feature,feature_type,site,country,lat,lng,site_type,periods,typochronological_units,ecochronological_units,reference
66397,Bln-4913,6683,48,,,-19.3,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2004""}, {""reference"": ""CalPal2022""}]"
66398,Bln-4935,156,46,,,0,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,[],[],[],"[{""reference"": ""Linstädter 2004""}, {""reference"": ""CalPal2022""}]"
66399,Bln-4956,6035,47,,,-21.7,"","",charcoal,Hordeum,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66400,Bln-4957,6611,40,,,0,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66401,COL-2120,6022,52,,,-31.1,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66402,COL-2121,6509,42,,,-22.4,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66403,Erl-9991,10130,68,,,-22.1,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66404,Erl-9992,10643,73,,,-21.7,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66405,Erl-9993,9350,65,,,-22.2,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66406,KIA-432,1820,30,,,0,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Roman""}]","[{""typochronological_unit"": ""Roman""}]","[{""ecochronological_unit"": ""Roman""}]","[{""reference"": ""Linstädter 2004""}, {""reference"": ""CalPal2022""}]"
66407,KIA-433,7930,50,,,-17.5,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66408,KIA-4337,7930,50,,,0,"","",,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66409,KIA-434,6710,50,,,-21.1,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66410,KIA-435,380,30,,,0,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Modern""}]","[{""typochronological_unit"": ""Modern""}]","[{""ecochronological_unit"": ""Modern""}]","[{""reference"": ""Linstädter 2004""}, {""reference"": ""CalPal2022""}]"
66411,KIA-436,6270,40,,,-22.4,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66412,KIA-437,6240,40,,,-23,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66413,UtC-6184,5029,47,,,-20.5,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66414,UtC-6185,6230,70,,,-22,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66415,UtC-6186,6378,44,,,-23.4,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66416,UtC-6187,6540,50,,,-21.5,"","",charcoal,,,,Hassi Ouenzga,MA,34.7773,-3.2455,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66417,Rabet-138,5146,143,,,0,"","",,,,,Ibouarfatsene,MA,35.13,-2.44,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66418,Erl-12417,11712,70,,,-20.6,"","",bone,,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66419,Erl-12421,12421,69,,,-19.6,"","",bone,Sus scofra,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66420,Erl-12422,4798,108,,,-24.4,"","",bone,Capra hircus,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66421,Erl-9994,4916,47,,,-23.3,"","",charcoal,,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66422,Erl-9995,7106,53,,,-23.1,"","",charcoal,,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66423,Erl-9996,6739,52,,,-23.3,"","",charcoal,,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66424,KN-5969,10670,80,,,0.84,"","",shell,ostrea ed,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66425,UBA-8082,5989,33,,,-19.3,"","",charcoal,Bos taurus,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66426,Beta-463097,12160,40,,,-20,"","",charcoal,Juniperus,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66427,Beta-463098,12040,40,,,-20.9,"","",charcoal,Juniperus,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66428,Beta-463099,12430,40,,,-23.1,"","",seed/fruit,Fabaceae,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66429,Beta-463100,12220,40,,,-21.1,"","",seed/fruit,Fabaceae,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66430,Beta-463101,12440,40,,,-22.4,"","",seed/fruit,Fabaceae,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66431,Bln-4744,16777,83,,,-22.09,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66432,Bln-4745,13359,72,,,-22.6,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66433,Bln-4746,12626,59,,,-23.09,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66434,Bln-4747,12481,57,,,-23.05,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66435,Bln-4748,12574,65,,,-23.07,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66436,Bln-4749,12253,67,,,-22.49,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66437,Bln-4750,11508,60,,,-22.4,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66438,Bln-4751,14299,72,,,0,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66439,Bln-4752,12128,70,,,0,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66440,Bln-4753,12198,65,,,-22.23,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66441,Bln-4754,11895,64,,,-22.76,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66442,Bln-4755,9677,60,,,-22.42,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66443,Bln-4871,11639,58,,,-22.92,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66444,Bln-4872,8556,52,,,-22.29,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66445,Bln-4873,12932,78,,,0,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66446,Bln-4911,16485,68,,,-21.89,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66447,Bln-4926,11027,49,,,-22.43,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66448,Bln-4927,12294,49,,,-22.65,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66449,Bln-4928,11926,68,,,-22.61,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66450,Bln-4929,12172,61,,,-22.78,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66451,Bln-4930,12841,80,,,0,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
66452,Bln-4931,12083,61,,,-21.92,"","",charcoal,,,rock shelter,Ifri el Baroud,MA,34.7833,-3.3167,rock shelter,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Iberomarousian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Iberomarousian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Iberomarousian""}]","[{""reference"": ""Poti 2019""}, {""reference"": ""CalPal2022""}]"
